,capHir1,SC,criGri1,chiLan1,PPEMM,oryAfe1,MM,HPGPNRMPCCSOT,CCO,ECFCMAOLPPEMM,HPGPNRMPC,HPGPNRMPCCSOTSJMCMMRHCCOOOSVCTOPBOCECFCMAOLPPEMMESC,camFer1,VCTOPBOC,lepWed1,macFas5,oviAri3,HPGPNRMPCCSO,TO,TOPBOC,papAnu2,mesAur1,AOL,loxAfr3,JMCMMR,ECFCMAOL,panHod1,otoGar3,dasNov3,LETCEO,CE,MAOL,OL,PBOC,bosTau8,pteVam1,rn6,odoRosDiv1,ochPri3,LE,FCMAOL,HCCO,HPGPNRMPCCSOTSJMCMMRHCCOOOSVCTOPBOCECFCMAOLPPEMMESCLETCEOD,chlSab2,CM,musFur1,ESC,susScr3,eriEur2,vicPac2,hg38,pteAle1,myoDav1,HPGP,RM,ponAbe2,SVCTOPBOCECFCMAOLPPEMM,SJMCMMRHCCOOO,RMP,CO,panTro4,cerSim1,triMan1,OO,conCri1,myoLuc2,LET,speTri2,cavPor3,gorGor3,BOC,HPG,MCMMR,CS,echTel2,felCat8,oryCun2,VC,HP,MR,equCab2,eptFus1,HPGPN,canFam3,sorAra2,hetGla2,nomLeu3,octDeg1,rheMac3,RMPC,HPGPNRMPCCS,turTru2,saiBol1,SVCTOPBOC,EMM,OC,SJMCMMR,MCM,LETCE,calJac3,SJMCMMRHCCO,eleEdw1,SVCTOPBOCECFCMAOLPPEMMESC,mm10,chrAsi1,jacJac1,CMAOL,ailMel1,LETCEOD,orcOrc1,EC,PP,HPGPNRMPCCSOTSJMCMMRHCCOOO,micOch1,tupChi1,y
chr6:25772999_25773100_+,0.007742308000000001,0.02075896,,0.008605323,,0.016481271000000002,,0.009410525999999999,0.008209139,0.008040255,0.016576386999999998,0.0076650763,0.009462291999999999,0.008504883000000001,,0.020663548,0.007901813,0.009410525999999999,,0.009096485,0.020663548,,,0.012468787,0.0061607269999999995,0.007923141,0.008052806,0.014016767,,0.014955778999999999,0.015490161,,,0.008824145,0.009712361,,0.008271214,,,0.012212503999999999,,0.0073528113,0.007893321,0.01883366,,,0.012736252,0.008402929,0.017554333000000002,0.010134286,0.17985275,,,0.016539883000000002,0.020663548,0.023505181,0.008040255,0.0076829493,0.020663548,0.008051443,0.016539883000000002,0.03156413,0.015701925,0.009729826,0.023137427999999998,,0.015731165,,0.007923381,0.018697444,0.008824145,0.016539883000000002,0.006047622,0.049542632,0.010117328,,0.01376114,0.009666473,0.016539883000000002,0.005729506999999999,0.012381663000000001,,0.016539883000000002,,,0.0066248435,0.014465556499999999,0.010214313000000001,0.020663548,0.017430762,0.016410373,,0.031250626000000004,0.008504883000000001,,0.0077306605,0.005809609,0.006281518000000001,0.016598245,0.022084579,0.0077521840000000005,,0.008040255,0.0071324827000000006,0.078643344,0.18529342,,,0.012153236000000001,,0.007979518,,0.009410525999999999,0.0065482697,0.0046637234999999996,0
chr8:86607492_86607593_-,0.021114355,0.013115393999999999,0.026717987000000002,0.042710452999999995,,,,0.014584826,0.019006187,,0.013987761999999999,0.013305475,,0.013539393,,0.01639108,0.021429041,0.014524094,,0.014488308,0.024031255,0.017604867,,0.019246364,0.017108789,,0.018098105,0.015191765500000001,0.010768536,0.013800614,0.016299926,,,0.021107389,,,,,0.012938900000000001,0.019972939,,0.023347355,0.011791613000000001,0.014702638999999998,0.021658113,,0.018335998,,0.020994457999999997,,0.014790173,,,0.013987761999999999,0.01730175,0.013987761999999999,0.019477455,0.013165857,0.01730175,0.026002917,0.014790173,,0.019227479,0.013618600000000002,0.01118219,,0.018165408,0.013664339,0.009405168,0.013987761999999999,0.021107389,0.013987761999999999,0.026786914,0.0146471895,0.07524065,,0.015287558,,0.014790173,0.024151018,,,0.013987761999999999,,0.02756917,0.023694765,0.012048488000000001,0.019298648,0.01730175,0.017179905,0.014101987,,0.016104043000000002,0.020524792,,0.021429041,0.0138337435,0.025668606,0.013862201000000001,0.011589799999999999,0.011925551999999999,,0.016535185,0.024776437999999998,0.015809858,0.010963553000000001,,,0.012262995,,,,0.014046808999999999,0.55372643,0.01090548,0
chr1:154994158_154994259_+,0.037739262,0.015565377,0.013213773,0.0058745043000000005,0.010259655,0.015333589,0.0075939693,0.009470493,0.04607972,0.010051229,0.027920547999999996,0.00884142,0.028867485,0.036771998,0.016478998999999998,0.058773525,0.03712335,0.009484988,0.011720069,0.029069873,0.058773525,0.009597806,0.06289555,,0.0067481017,0.010051229,0.03814409,0.005808763000000001,0.06709005,0.009873108,0.009858496999999999,0.041402027,0.01364321,0.039194766,0.038676273,0.0064435890000000004,0.018234607,0.014043014,0.0048294235,0.012720563,0.018781442,0.0062418,0.009237903,0.059522204,0.010343310999999999,0.0051687383000000005,0.011330653000000001,0.00993389,,0.028867485,0.027494,0.006535981999999999,0.0074003865,0.027920547999999996,0.058773525,0.014177708999999998,0.010724301,0.0056084883,0.058773525,0.006159069499999999,0.10381994,0.032445002,0.006059494300000001,0.005187985,0.015450135,0.006326796,0.0066088430000000005,0.004373526,0.05491818,0.027492242000000004,0.038676273,0.027492242000000004,0.010580996,0.012796433000000001,0.0047651376,0.020736977,0.0041790633,0.028867485,0.027492242000000004,0.012976618999999998,0.081842974,0.012800789,0.027920547999999996,0.036041527999999996,,0.009720266,,0.0128047,0.058773525,0.059522204,0.027920547999999996,0.011720069,0.012796433000000001,0.03750641,0.010999841000000002,0.037739262,0.0058579277,0.010343310999999999,0.009169435,0.011566956000000002,0.007658101,0.038006734,0.010459143,0.01997132,0.3964719,0.0056281243000000005,0.15159126,0.058308557000000004,0.009237903,0.011738756999999999,0.032295644,0.0063578505000000006,0.009470493,,0.004887799,0
chr1:46557820_46557921_-,,0.18567525,0.7001044,0.052058447,0.12968552,0.25447574,0.719205,0.22445294,0.04593614,0.14112897,0.22683208,0.18149121,0.6042476999999999,0.35504535,0.10105914,0.27383265,0.48758444,0.26545745,0.12020297,0.059809815,0.30753976,0.1613415,0.10427958,0.09145755,0.25407588,0.12637341,0.6487206,0.043510582,0.21858248,0.061677434,0.060926575,0.10109456,0.10351952,0.14833547,0.50529295,0.13299821,0.32654992,0.22662225,0.23365113,0.10248689,0.10584178,0.060217245999999995,0.07403357,0.23983587,0.19468808,0.04427837,0.20463714,0.6070455,0.29599985,0.43986404,0.13626562,0.13495131,0.64152324,0.17147312,0.27383265,0.24522054,0.10234461,0.20130874,0.31593055,0.052058447,0.16557178,0.15060787,0.08472749,0.39091843,0.083610065,0.724788,0.0883927,0.12431732,0.08707975,0.22181869,0.48394993,0.13626562,0.27954759999999995,0.22335700000000003,0.019903267,0.15467820000000002,0.15896559,0.5382107,0.13626562,0.18664505,0.11319203,0.44989413,0.28777462,0.77491534,0.44450839999999997,0.07426996,0.58235013,,,0.27638779999999996,0.25252432,0.12968032,0.068017066,0.35115219999999997,0.68650144,0.48758444,0.21113415,0.27445588,0.06175892,0.35203505,0.15970953,0.15407814,0.17115681,0.31448677,0.094996355,0.06399687,0.10584178,0.053090543,0.073926285,0.12020297,0.10359516,0.13495131,0.22445294,0.31076223,0.113933794,0
chr22:44570752_44570853_+,0.0028666744,,,,,,,0.007400134,,0.0039021682,0.008648224,0.003607713,0.0056191063,0.0030098595000000003,0.0038534633,0.00850132,0.0028489055,0.007612660500000001,0.003586438,0.0030332939,0.0089948345,,0.004022058,0.003907536,,0.0037479606,0.0037107805,0.023630101,0.005175684,0.004803391,,0.004022058,0.0035089046999999996,0.0024779872,0.00252431,,,0.004461602,,0.003907536,0.0035307808,,0.0027933402,0.008321309,,0.0038565616,,0.003270552,,0.0066100517,0.009222803,,,0.009222803,0.00850132,0.011159841,0.0034229054999999997,0.004896113,0.008228343,,0.009222803,0.0046574394,0.0051762983,,,,0.00422617,,,0.009222803,0.0024779872,0.009222803,,0.008669172,,,,0.005640965,0.009222803,,0.003938318,,0.008648224,0.0036440440000000004,,,0.0072889886999999995,,0.00850132,0.007976705,0.008648224,0.0037338447,0.0064125923,0.0028882006,,0.0027381384000000003,0.0043484513,,0.004917258,0.009679656,0.004896113,,0.0029535575,,,,0.0035457096999999996,0.0051391525,0.0027933402,0.0037338447,0.0046341373,,0.0050838464000000005,,,0
chr1:9115043_9115144_-,0.019964851000000002,,,,0.025746021,0.18920058,0.01619613,0.07220604,,0.022170288,0.031338282,0.08042376,0.030888537,0.033256795,0.029578477000000002,0.08546712,0.01885032,0.07220604,0.041255895,0.031835552,0.08546712,,0.04138403,0.030323042999999997,,0.022095075,0.019955631,0.1684559,,0.12320919,0.1196183,0.04183192,0.031977385,0.009842535,0.010407696,0.007818423,,0.03795442,,0.03867988,0.040141042,,0.08133878,0.08899938,,0.07572431,,,,0.027209527999999997,0.042961888,0.009558111999999999,0.01895075,0.03256425,0.08546712,0.035572655,0.022170288,0.07410382,0.08546712,,0.041638665,0.021229812999999997,0.08445654,0.41394937,,0.015525521,0.08839985,0.16237302,,0.03256425,0.011285648,0.03256425,,0.019896034,0.018038915,0.18590221,,0.02991423,0.03256425,,0.010591208999999999,0.013142751000000001,0.03181857,0.03495207,,,0.031004686,,0.08546712,0.08546712,0.039425004,0.02459893,0.026597245,0.032985073,0.016061882,0.019964851000000002,0.40931293,,0.117934644,0.020687489,0.3193111,0.018491268,0.03480019,,0.0977331,,0.04183192,0.025115704,0.09355787,0.041255895,0.022703862000000002,0.0092815,0.07220604,,0.19671522,0
chr22:36199290_36199391_-,,0.013458028,,0.0061187604,,,,0.005315108000000001,0.006868664599999999,0.010634711000000002,0.003941646,0.006725487,,0.010847948,,0.012256476,0.015355764,0.004847585,0.008961953,0.010436416,0.010991525,,0.009404251,0.00749824,,0.010634711000000002,0.012892576999999999,0.004433719,0.009670847,0.0064400397,0.005558281700000001,0.008724902,,0.010249748000000001,0.009085329,,,,,0.0066042934,0.0077574784,0.005122462800000001,0.0064400397,0.0057348283,,0.017906405,0.01127397,,,0.008992149,0.011137688500000001,,,0.0040429053,0.012256476,0.010960405,0.010634711000000002,0.0074683526,0.012002815,0.006963851,0.004748876,0.013805294,0.008704774,,,,0.006175775,,0.0068751276,0.008790893000000001,0.010866737,0.004148199,,0.004424547,0.008261238,0.007904703,,0.010748833000000001,0.004148199,,0.010030085,,0.003941646,0.01710207,0.010038109,0.006801615,0.0043087495,0.0063533876000000005,0.012256476,0.009957231,0.0039455905,0.009343951999999999,0.004404679,0.011230229,,0.014885498,,,0.0056484740000000005,0.0036731581,0.0072646206000000005,0.011273129,0.014340064,,,,0.008382777,0.009404251,0.0064400397,,0.011793187,,0.005943035,,0.014812133,0
chr7:141747391_141747492_+,,,,0.031147819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022613322,,,,,0.023329357000000002,,,,,,,,,,0.020683238,,,,,,,,,,,,,,,,,,0.023015482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
chr1:110021767_110021868_+,0.6645709,0.66653085,0.40792215,0.5122422999999999,0.44450828,0.4934375,0.5323839,0.50180477,0.50093114,0.44450828,0.50180477,0.38325423,0.48220748,0.8263724,0.36520782,0.5307261999999999,0.73441446,0.50180477,0.6183005,0.6578257,0.5307261999999999,0.39331433,0.36078453,0.47966090000000006,0.38678092,0.4004251,0.61514527,0.49514250000000004,0.4681518,0.39362422,0.6321581000000001,0.31897557,0.48419318,0.66847134,0.69024163,0.39329582,0.5821634,0.53353536,0.4454537,0.50572294,0.4142443,0.48640257,0.38325423,0.52067935,0.32921648,0.295323,0.730436,0.34493023,0.14495279,0.5397906,0.50180477,0.46884057,0.32329217,0.50180477,0.5307261999999999,0.50180477,0.83101666,0.43659005,0.5307261999999999,0.50093114,0.5010143,0.6256719000000001,0.46122402,0.48621523,0.2014952,0.49278513,0.39362422,0.15796416,0.517475,0.50180477,0.66847134,0.50180477,0.25760168,0.7116774,0.38659465,0.4823911,0.34828478,0.48220748,0.50180477,0.26940805,0.49485648,0.68095773,0.50180477,0.42701155,0.34649032,0.66999394,0.46971583,0.21836849,0.5307261999999999,0.5307261999999999,0.50180477,0.6183005,0.7203134,0.8263724,0.5911388000000001,0.6645709,0.32026848,0.32921648,0.39362422,0.7195252,0.32026848,0.12135225,0.83101666,0.2679264,0.7643653,0.6621494000000001,0.31897557,0.36078453,0.39362422,0.6183005,0.44843572,0.39329582,0.43659005,0.45151937,0.42196247,1
chr1:39631953_39632054_-,0.0066820434,0.006759125,0.008546488,,0.010188545,,0.010867934,0.007162443,0.0057920227,0.010379348,0.0063253036,0.006863198199999999,0.0063379877000000005,0.010483174,0.006943838000000001,0.008586772,0.007846689,0.007162443,0.007696711,0.010468879,0.0069908304,,0.007815726,0.012242844,0.0052715875,0.010374141,0.007353814300000001,0.0057989624,0.0073729553,0.00653688,,0.007907187,0.007733555,0.00756831,0.0071997913,0.009591824,0.00815095,0.0060427627,0.0068427306,0.011033373,0.008400124,0.0063942224,0.00741507,0.006521386999999999,0.008064051,0.007460604399999999,0.006683518,0.008847864,0.0063798940000000005,0.006569145699999999,0.005710881700000001,0.009840875,0.009580561,0.005710881700000001,0.008586772,0.006299745,0.010379348,0.008464231,0.006521386999999999,0.005489215,0.005710881700000001,0.015014268,0.017250076,0.008977356,0.005629915,0.010434841,0.010377011,,0.0048127845,0.005710881700000001,0.00756831,0.005710881700000001,0.00656206,0.0074717104000000005,,0.008290445,0.009451785,0.0063314172,0.005710881700000001,0.0073973397,0.006151222,0.012547744,0.005710881700000001,0.007025906,,0.007146235999999999,0.0071702832,,0.008586772,0.006521386999999999,0.0074356506000000004,0.0068583614000000005,0.0077877985,0.010505744,0.012891375,0.007447291,0.0075550666,0.0075354674,0.0072530066,0.01381358,0.008842293000000001,,0.0069822758,0.0076266319999999995,,0.0037519545000000002,0.007907187,0.006819218399999999,0.00741507,0.007696711,0.014925983,0.009840875,0.007781128399999999,0.008312754,0.006077948499999999,0
chr13:52046456_52046557_-,,,,,,,,,,,0.85241073,,,,,0.7866367,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83140874,,,,,,,0.8693337999999999,,,0.869557,0.7964745,0.86611664,,,0.7964745,,0.8529636999999999,,,,,,,,,0.7909463000000001,,0.86905724,,,,,,,0.86905724,,,,0.85345656,,,,0.84009564,,0.7866367,0.8337794,,,,,,,,,,,,,,,,,,,,,,,,,,0
chr4:89919081_89919182_+,,,,0.46693137,,0.7304283,,0.54975253,0.43932343,0.5575137,0.65555274,0.5406738,0.42125029999999997,0.5265623,,0.37326974,,0.48999570000000003,0.47458443,0.5519504,0.53057283,,0.3425842,0.28686768,0.5925295,0.5575137,,,,0.5362806999999999,,0.70536923,,,,,,,,0.27572155,0.6427695999999999,0.33449817,0.46910316,0.37438473,,0.6552591,,0.48924120000000004,,0.3863957,0.5413097,,,0.58657897,0.37326974,0.6603720999999999,0.5575137,0.47609082,0.37132132,0.43849355,0.54168683,,,,,,0.27572155,0.3596616,0.28801763,0.499878,,0.5413097,,0.66414005,,0.7285834,,0.3863957,0.5413097,,,,0.65555274,,,0.39813899999999997,0.681157,0.35159916,,0.37132132,0.66385746,0.44230735,0.67017525,0.5432585999999999,,,0.52305174,,0.44990394,0.5942078000000001,0.47609082,,0.5305111,,,,0.5906591999999999,0.47245914,0.44847143,0.44230735,,,0.54975253,,,0
chr14:73120877_73120978_+,0.043463703,0.65790576,,,0.34577364,0.8170986,0.3509992,0.64759636,,0.41683050000000005,0.6569288000000001,0.79819196,0.42656884,0.35516208,0.6786253000000001,0.6569288000000001,0.06695553,0.68717265,0.09495978,0.39997542,0.6659989000000001,,0.6731853,0.8423434000000001,,0.41683050000000005,0.045602236,0.49136,0.13945383,0.7603079,0.7305126000000001,0.6731853,0.6680020000000001,0.048640154000000005,0.15814804,0.41087872,,0.69683903,,0.8090701,0.6739321999999999,,0.8054585999999999,0.3694898,,0.41325509999999993,0.66731226,,0.524365,0.44186133,0.57497096,0.49171627,0.34360412,0.6569288000000001,0.6569288000000001,0.6569288000000001,0.6166111,,0.6569288000000001,,0.57497096,0.35746142,0.78497183,,,0.35427055,0.7897933000000001,,,0.6569288000000001,0.048640154000000005,0.6569288000000001,,0.6931105,0.39068964,0.67424285,,0.4357514,0.57497096,,0.055124875,0.35274646,0.6569288000000001,0.5690445,0.55468464,,0.6569288000000001,,0.6569288000000001,0.6569288000000001,0.67460465,0.09495978,0.67395395,0.3498671,0.35608520000000005,0.043463703,,,0.7328479999999999,0.6081629,,0.6972851,0.62407124,,0.7697908,,0.6731853,0.68904275,0.8054585999999999,0.09495978,0.37085786,0.49171627,0.64759636,,0.5443813,1
chr9:129827865_129827966_-,,,,,,,,,,,0.004572909,,,,,0.0065936097,,,,,0.0066845444999999995,,,,,,,,,,,,,,,,,,,,,,,0.006584102,,,,,,,0.005802402700000001,,,0.00474775,0.0065936097,0.006176442,,,0.0060183369999999995,,0.005802402700000001,,,,,,,,,0.0053202263,,0.0053971363,,,,,,,0.005802402700000001,,,,0.00474775,,,,0.005590195300000001,,0.005625918000000001,0.0060183369999999995,,,,,,,,,,,,,,,,,,,,,,,,,,0
chr12:118100104_118100205_-,,,,,,,,,,,0.006689155,,,,,0.007701839300000001,,,,,0.0071463236,,,,,,,,,,,,,,,,,,,,,,,0.006664672,,,,,,,0.007866206,,,0.007866206,0.007701839300000001,0.0085294945,,,0.0071463236,,0.007866206,,,,,,,,,0.007866206,,0.007866206,,0.008476286,,,,,0.007866206,,,,0.007866206,,,,0.008299463,,0.008634369,0.006664672,0.00825601,,0.0074987783999999995,,,,,,,0.00863409,,,,,,,,,,,,,,,,0
chr5:157223567_157223668_+,0.16744621,0.69533527,,,0.7814936,0.021560224,,0.76256216,,0.7728389,0.8110565,0.75913674,0.69427556,0.7900275999999999,0.38356012,0.8024909,0.15433191,0.76256216,0.7878861,0.779741,0.81052077,,0.56727904,0.33819040000000006,,0.75906163,0.17269342,,0.038391404,0.07104535,0.15193735,0.5587289000000001,0.37215346,0.13517432,0.13299352,0.7839831,,0.37398678,,0.73139936,0.57544106,0.6987747,0.1533715,0.82412654,,0.57622266,0.7219382,0.7797746,0.5827376,0.69982487,0.77897984,0.8000624,,0.8069155,0.8060852,0.8069155,0.7728389,0.7642631,0.81052077,,0.8069155,0.7519013000000001,0.0471732,,0.70066994,,0.31729382,0.6953349,,0.81130975,0.13517432,0.8069155,,0.7534583,,0.084200606,,0.70131123,0.8069155,,0.5327497,,0.8069155,0.5016911000000001,,0.35514435,0.7997183000000001,,0.8060852,0.8223256999999999,0.76852506,0.7878861,0.47186682,0.78433657,,0.15633963,0.7538391,,0.07489989,0.7367387,0.7538391,0.07075114,0.7735163,,,,0.5587289000000001,0.09850222,0.15618704,0.8095885,0.76775634,0.7849227,0.7642631,,0.032141406000000004,0
chr6:4060659_4060760_+,0.024244448,0.60623854,0.47952166,0.62139994,0.60623854,0.6034859,0.75352013,0.60623854,0.62139994,0.60623854,0.60623854,0.60623854,0.5747914000000001,0.60623854,0.60623854,0.60623854,0.024244448,0.60623854,0.61653614,0.60623854,0.60623854,0.34171507,0.60623854,0.6204626,0.62139994,0.60623854,0.024244448,0.60623854,0.61266905,0.60623854,0.60623854,0.60623854,0.60623854,0.60623854,0.60623854,0.6092283000000001,0.47944623,0.60623854,0.59777546,0.60623854,0.60623854,0.62139994,0.60623854,0.60623854,0.47952166,0.60623854,0.60623854,0.60788417,0.61653614,0.5747914000000001,0.60623854,0.6092283000000001,0.75352013,0.60623854,0.60623854,0.60623854,0.60623854,0.60623854,0.60623854,0.62139994,0.6021588999999999,0.06845349,0.620386,0.60413927,0.6076866999999999,0.75352013,0.60623854,0.62139994,0.6251211999999999,0.60623854,0.60623854,0.60623854,0.48470318,0.60623854,0.5724913,0.60623854,0.60413927,0.5747914000000001,0.60623854,0.47944623,0.06871009,0.75316596,0.60623854,0.60623854,0.62264526,0.62139994,0.60623854,0.62139994,0.60623854,0.60623854,0.60623854,0.61653614,0.60623854,0.60623854,0.75352013,0.024244448,0.62139994,0.48470318,0.60623854,0.59628594,0.62139994,0.5840894,0.60623854,0.47944623,0.60623854,0.6236263000000001,0.60623854,0.60623854,0.60623854,0.61653614,0.07589459400000001,0.6092283000000001,0.60623854,0.48470318,0.61817944,1
chr1:24672928_24673029_+,,0.6807247,0.67824394,0.5458462,0.5391973000000001,0.7901159000000001,0.09775745,0.7057746,0.15664963,0.5391973000000001,0.62830997,0.6826543,0.21984847,0.5683353,0.13174614,0.62177527,,0.69661033,0.6557977,0.67027503,0.6308633000000001,0.71863437,0.13174614,0.74084884,0.7490305,0.5391973000000001,,0.7247357,0.68640685,0.73387694,0.8056098,0.13174614,0.13174614,,,0.65152144,0.74568665,0.13386266,0.32056284,0.75505173,0.13317971,0.19610593,0.77523524,0.625081,0.67913574,,0.6896528000000001,0.5895089,,0.14615525,0.6279604,0.69157803,0.059374935999999996,0.62830997,0.62177527,0.500221,0.6569741,0.73781604,0.62177527,0.56423426,0.6302538000000001,,0.7193314000000001,0.30395827,0.722272,0.11216184,0.75505173,0.7271488,0.17173989,0.62830997,,0.62830997,0.7509001000000001,0.6465557,0.7473744000000001,0.13317971,0.30395827,0.22429027,0.62830997,0.71409434,0.6668685000000001,0.1181955,0.62830997,0.08173736,0.7060350000000001,0.011927968999999998,0.62177527,,0.49093488,0.625081,0.62405807,0.5497432,0.57881576,0.5683353,0.11783116,,0.75815654,0.7497669,0.7329157,0.5474817,0.7579812,,0.6870798,0.16050453,0.78082836,0.120615795,0.13174614,0.13174614,0.77523524,0.7659818,0.5391973000000001,0.5252477,0.7051364999999999,0.7739225000000001,0.81228036,1
chr1:206733660_206733761_+,0.0040592887,0.40689805,0.038338177,0.017989688,0.6599670999999999,0.63492316,0.6498125,0.6357714,0.025276085,0.67707837,0.61780155,0.6543591999999999,0.30331475,0.5923695,0.6535568,0.6118458999999999,0.0066095013,0.6227951999999999,0.4312589,0.43244025,0.6109508000000001,0.047733463,0.61685026,0.39404696,0.039535873,0.67707837,0.0068834415,0.5674414000000001,0.24607833,0.6379229000000001,0.54609686,0.6014843000000001,0.64670116,0.00819632,0.008951947,0.7248036999999999,0.013778661999999999,0.5281121999999999,0.011396017,0.47509548,0.7105113000000001,0.024821509,0.6234419,0.6078232,0.04708775,0.09823011599999999,0.6656801999999999,0.17457002,0.73649675,0.30331475,0.61972666,0.7248036999999999,0.63851464,0.6243655,0.6118458999999999,0.6092405,0.67707837,0.64004725,0.6096376,0.023512406,,0.14762288,0.47355208,0.40725863,0.5211353,0.65676457,0.46934676,0.503744,0.021337732999999998,0.61972666,0.00819632,0.61972666,0.04708775,0.47805756,0.6160769,0.4172856,0.52687395,0.30331475,0.61972666,0.02739469,0.28409836,0.06605321,0.6243655,0.17278676,0.02786751,0.008338298000000001,0.6504595000000001,0.020776855,0.65267986,0.6096376,0.615266,0.4312589,0.11727328,0.60861504,0.6412733,0.006371043000000001,0.51734656,0.04708775,0.6218391,0.47568825,0.51734656,0.68371284,0.6717034000000001,0.02361782,,0.118320964,0.59878093,0.47033057,0.64673156,0.4312589,0.5132848,0.7248036999999999,0.653502,0.047124177,0.014664578000000001,1
chr5:88753166_88753267_-,0.0122371195,0.0173323,0.052001915999999995,0.06372168,0.019244479,0.19449954,0.010133931,0.017699418999999997,0.034257922,0.01712118,0.028298832000000003,0.023222102,0.056352574,0.01830465,0.015348599999999999,0.028193837000000003,0.0116435625,0.018241993999999997,0.01647664,0.015796433999999998,0.028298832000000003,0.022774693,0.014851274,0.020017313000000002,0.61023885,0.017296456,0.0122371195,0.018516662,0.023045914,0.052483894,0.037793982999999996,0.014383456999999999,0.016142866000000002,0.012178991,0.01274442,0.04494854400000001,0.032483418,0.018407598,0.00849127,0.028058437999999998,0.015383777,0.03469238,0.033405975,0.028298832000000003,0.056381837000000004,0.01456962,0.014658702,0.014332933,,0.015206104,0.029810576000000002,0.01781837,0.009821881999999999,0.028298832000000003,0.028298832000000003,0.028869784,0.01712118,0.022767324,0.028298832000000003,0.026949516,0.028328792999999998,0.01565987,0.04117617,0.020399578,0.016846271,0.018589603,0.032669805,0.020089272,0.026777618,0.027889015,0.012178991,0.027889015,0.07844266,0.017994849,0.054859802,0.018309716,0.014513785,0.05467646599999999,0.027889015,0.059328027,0.012541743000000001,0.010351242,0.028298832000000003,0.018399164,0.020815723,0.018306142,0.031440925,0.013830961000000001,0.020588715,0.028298832000000003,0.019241921999999998,0.017030062,0.014344822,0.017791653,0.010436426,0.0122371195,0.52615154,0.05243537,0.037793982999999996,0.018034456,0.05460664,0.066960484,0.01712118,0.057273824,0.042172182,0.42031579999999996,0.014755888,0.014002706,0.027821342000000002,0.01647664,0.017919105,0.01781837,0.023469586,,0.015207825,0
chr16:30088938_30089039_-,0.0040603494,0.0043103476,0.00481501,0.0037910215999999997,0.0042226994,0.0056663984,0.0060168905,0.003825032,0.0037325628000000003,0.0042226994,0.0043817665,0.0038593285999999997,0.0042005344,0.0043031494,0.0037301409999999998,0.0042580542999999995,0.0040518567,0.0039215940000000005,0.004630210300000001,0.0043031494,0.0044210027,0.0051170783,0.0037901269,0.0047503687,0.0046542576,0.0042226994,0.0040518567,0.0045541245,0.0053178514,0.00468998,0.0047426824,0.004002304,0.0037301409999999998,0.0040518567,0.0040518567,0.004367175,0.0065813866,0.0037301409999999998,0.0037460415999999996,0.0048259143,0.004184038,0.0037325628000000003,0.0038130176,0.0043817665,0.0051170783,0.004002304,0.0042226994,,0.0043517146,0.0042005344,0.0043817665,0.004367175,0.007101228,0.0043817665,0.0042580542999999995,0.0052600135,0.0042226994,0.003825032,0.0044167275,0.0037910215999999997,0.0043817665,0.004288739000000001,0.0047437673999999996,0.0039301454,0.0043886993,0.0060168905,0.0047426824,0.0063484430000000005,0.0044481982000000005,0.0050207690000000004,0.0040518567,0.0043817665,0.005741379699999999,0.0038069237,0.0037148423,0.003768782,0.0036818937,0.0042005344,0.0043817665,0.005820176999999999,0.005392444000000001,0.004267651,0.0043817665,0.004314,0.004548231,0.0032886841999999997,0.0043817665,0.0042079506,0.0042580542999999995,0.0043817665,0.004108425,0.004630210300000001,0.0038069237,0.0043031494,0.0047811586,0.0040518567,0.0037574372,0.005376894,0.0047426824,0.0038925775,0.0036851643,0.0045498074,0.0043692617,0.006540758000000001,0.005626878199999999,0.0043537086,0.0042512063,0.0037441382000000002,0.0038130176,0.00424291,0.004288739000000001,0.004367175,0.003825032,0.0051860414,0.0052390922999999995,0
chr17:3420516_3420617_+,0.03686011,0.02575984,,,0.02441541,,,0.016034527,0.017239934,0.02441541,0.012494936000000002,0.02435532,0.029124032999999997,0.024277005,,0.012507973,0.03686011,0.015342841999999999,,0.030012127000000003,0.012359152,,,0.071635015,,0.02441541,0.03901515,0.01753148,,0.02435532,,,,0.031323403,0.028216036,,,,0.015046968999999999,0.07918039,0.027500166,0.03430583,0.02435532,0.012150712,,,0.020804595,,,0.02500762,0.013145491499999998,0.025417086000000002,,0.012494936000000002,0.012507973,0.013091259,0.02435532,0.026614001,0.012507973,,0.011122386000000001,,0.08990835,0.017701916,0.02356823,,0.09854258,,0.020567177,0.012768308999999999,0.031323403,0.012768308999999999,,0.009422839,,0.022740211,0.015174304,0.02500762,0.012649974,,0.029237497999999997,,0.012494936000000002,0.01984202,0.108750544,0.38732967,0.012494936000000002,,0.012507973,0.012377895,0.009834535,,0.009694201,0.023906713,,0.03686011,,,0.084092766,0.011640268999999998,0.04336367,,0.02435532,,,,0.026022417000000003,,0.02435532,,0.025838425,0.024323145,0.019391712,,0.044414375,0
